price,total sq. ft.,days to sell,zip code,bedrooms,bathrooms,half bathrooms,year built,garage
325033,1962,166,76020,4,2.0,1,2009,False
79971,3033,214,75052,3,0.0,0,1994,False
298852,3517,15,76017,3,5.0,1,1934,True
272773,1475,24,76013,3,1,0,1943,False
527467,1419,7,76040,3,1,0,1947,True
335668,1841,19,76020,4,0.0,0,1998,True
442324,3725,151,76126,5,5.0,1,1999,True
229746,1326,51,76117,3,2,0,1983,True
40776,2842,41,76244,5,4.0,1,2014,False
362722,1623,106,76120,2,3.0,1,1947,False
369234,1855,90,76017,3,0.0,0,1992,True
562152,2936,324,76135,4,4.0,1,1950,False
518313,1529,24,76180,2,0.0,0,1981,True
139627,2416,81,75052,2,3.0,1,2013,True
339731,1322,72,76107,3,1,0,2008,False
124329,1905,283,76244,4,0.0,0,1946,True
372800,2840,348,76135,3,5.0,1,1984,False
234758,1238,66,76117,3,1,0,1978,True
375095,1551,140,76107,4,2.0,1,1955,False
229382,7456,244,76109,8,6.0,1,1970,True
138312,2991,9,75052,3,4.0,1,1979,True
548409,2368,21,76040,2,2.0,1,1985,True
235969,1559,2,76114,4,3.0,1,2002,True
374192,1654,213,76120,3,0.0,0,1949,True
330238,2290,57,76017,4,0.0,0,1989,True
310192,1874,78,76036,4,3.0,1,1996,True
359671,2833,68,76002,3,5.0,1,1955,True
312159,1593,118,76140,2,0.0,0,1976,False
266161,1578,327,76020,4,2.0,1,1979,True
376469,1694,12,76120,4,0.0,0,1987,True
732458,2690,45,76028,4,2.0,1,1933,False
341562,1419,36,76120,3,2,0,1998,False
413716,2108,5,76180,4,0.0,0,1970,False
378941,1653,0,76120,4,0.0,0,2005,True
282239,1339,72,76013,3,2,0,2013,True
230484,1314,103,76117,2,1,0,1954,True
324046,1832,391,76180,2,0.0,0,1941,True
290544,1761,48,76013,3,2.0,1,1986,True
253020,2964,139,76028,5,0.0,0,1940,False
734877,4145,10,76092,6,5.0,1,1934,True
555248,2325,190,76028,2,3.0,1,1988,False
360323,1854,120,76036,4,0.0,0,1951,False
250346,1544,23,76013,4,0.0,0,1976,False
52440,3415,7,75052,5,5.0,1,1986,False
330394,2901,355,76052,5,4.0,1,1991,False
268187,2674,38,76140,2,3.0,1,1933,True
164550,1908,386,76020,2,0.0,0,1949,True
197130,1271,175,76020,3,2,0,2006,True
266303,2762,105,76036,3,0.0,0,1934,False
400798,1898,235,76180,4,0.0,0,1972,True
340936,1535,54,76107,4,0.0,0,1953,True
332763,1203,233,76107,3,2,0,2003,True
736183,3202,47,76052,3,4.0,1,2013,False
269519,2806,10,76002,5,4.0,1,1942,True
421147,2071,17,76017,4,3.0,1,1969,True
358035,1832,33,76002,2,3.0,1,1952,True
362424,1708,267,76107,4,2.0,1,2002,True
574096,2262,132,76028,3,2.0,1,1951,False
362138,8179,32,76109,7,5.0,1,1930,False
1566027,2975,304,76092,5,4.0,1,1984,True
633708,2631,23,76052,4,0.0,0,2015,False
552470,1515,45,76028,2,3.0,1,1975,False
70183,2712,121,75052,4,2.0,1,2005,True
408345,2358,334,76002,2,3.0,1,1970,False
228796,1379,399,76117,3,2,0,1994,False
402024,1530,142,76028,3,0.0,0,2011,False
186323,5668,36,76109,5,5.0,1,1963,True
372296,1902,66,76036,4,0.0,0,1958,False
330583,1235,1,76107,3,2,0,1965,True
481097,2333,36,76040,2,3.0,1,1934,True
349533,2997,37,76002,4,4.0,1,2013,True
357128,1587,131,76120,4,2.0,1,1951,False
275269,1981,228,76002,2,0.0,0,1991,False
204067,1369,243,76114,2,1,0,1967,False
229902,1287,37,76117,2,1,0,2000,False
728165,2446,73,76052,2,3.0,1,2008,False
233243,1335,343,76117,2,2,0,1987,False
340012,3144,106,76135,3,5.0,1,1990,False
351750,2852,6,76002,3,5.0,1,1977,False
1006744,5286,37,76092,5,6.0,1,1932,False
418077,2737,29,76126,4,0.0,0,2001,False
116803,2526,231,76244,2,2.0,1,1961,True
363219,1456,200,76036,2,2,0,1998,False
229865,1799,59,76114,2,0.0,0,2005,False
404257,1827,92,76180,3,0.0,0,1985,True
393182,3096,13,76028,4,4.0,1,1945,True
1287847,4636,15,76092,7,6.0,1,1950,True
302280,2376,115,76020,2,0.0,0,2008,True
104780,2190,60,75052,2,2.0,1,1934,True
231255,1656,75,76114,3,2.0,1,2014,False
272826,1064,58,76114,3,1,0,1986,True
978778,1889,23,76052,2,3.0,1,1938,False
351720,1690,52,76036,2,2.0,1,1946,True
233039,1351,50,76117,3,1,0,1959,False
1283807,4745,50,76092,7,6.0,1,1985,False
1156961,2733,81,76092,2,3.0,1,1930,True
1461070,2595,195,76092,4,2.0,1,1957,True
539263,5549,56,76052,8,5.0,1,1950,False
235225,1299,327,76117,2,2,0,1964,True
235459,1292,173,76117,3,2,0,2005,False
272751,1687,29,76180,4,0.0,0,2018,True
501248,2650,344,76135,4,3.0,1,1953,True
1307016,3030,218,76092,4,4.0,1,1997,False
387539,1602,157,76017,4,0.0,0,1930,False
133348,2420,49,75052,4,3.0,1,1971,False
368481,2388,20,76052,4,0.0,0,1980,True
293166,7244,69,76109,8,6.0,1,1945,True
376848,1582,66,76107,2,0.0,0,1956,False
614843,3919,215,76126,3,5.0,1,1955,True
349916,1974,37,76036,4,0.0,0,1967,True
376603,1372,132,76120,2,2,0,1943,False
346406,1904,144,76028,3,2.0,1,1975,True
547707,2332,99,76040,3,0.0,0,1945,True
520375,3694,50,76126,4,5.0,1,1992,True
284856,1678,33,76013,2,0.0,0,1969,True
382458,1703,88,76120,2,2.0,1,1998,False
578364,1529,161,76180,4,2.0,1,2008,False
487391,1984,9,76180,3,0.0,0,2001,True
255188,1797,32,76114,2,0.0,0,1984,True
892103,4041,8,76092,8,6.0,1,1982,True
368516,1205,28,76017,3,2,0,1951,True
689016,4132,30,76052,6,4.0,1,1950,True
681495,2988,265,76040,5,5.0,1,1936,False
677050,5161,9,76092,6,5.0,1,1967,True
546990,2447,89,76135,3,3.0,1,1946,False
577311,2719,85,76052,2,0.0,0,1949,False
565455,1355,18,76180,2,1,0,2005,False
229012,1378,66,76117,2,1,0,1952,False
33500,2286,25,75052,3,3.0,1,1962,False
345318,1400,76,76107,3,2,0,2014,True
582595,3535,99,76052,5,5.0,1,1988,False
187655,1340,9,76114,3,1,0,1960,True
198852,1882,134,76109,4,3.0,1,1936,True
324068,1627,5,76107,4,2.0,1,1966,False
424390,2444,157,76017,2,0.0,0,1996,False
74543,2238,47,75052,4,3.0,1,1991,True
390629,3365,285,76135,5,5.0,1,1978,False
288402,2980,10,76002,3,3.0,1,1931,False
357233,1477,268,76107,3,1,0,1951,False
498612,2103,226,76040,4,0.0,0,1982,True
573784,2894,35,76052,3,4.0,1,1974,False
183289,4259,133,76109,7,4.0,1,1943,True
353139,10958,132,76109,8,4.0,1,1958,False
351135,2269,12,76036,2,0.0,0,1991,True
340960,4186,44,76002,5,5.0,1,1992,False
362008,1512,391,76120,2,0.0,0,2009,True
722052,3240,79,76028,4,4.0,1,1933,True
230101,1316,1,76117,3,1,0,1979,False
440770,1398,55,76020,3,2,0,2003,True
437962,3158,294,76002,4,3.0,1,1989,False
334536,1715,32,76002,4,0.0,0,1973,False
293338,2025,39,76036,2,3.0,1,1984,False
225056,1040,102,76114,2,2,0,1960,False
851967,3072,28,76028,5,0.0,0,1972,False
317363,2076,51,76036,3,0.0,0,1952,True
124924,3632,352,76126,5,5.0,1,1981,False
186041,1050,253,76244,3,2,0,2000,True
554525,3374,173,76052,4,4.0,1,1975,True
455473,3108,98,76052,5,4.0,1,1999,True
487395,6264,98,76109,7,5.0,1,1962,True
282991,1814,90,76180,3,2.0,1,1979,True
305951,2075,106,76036,2,0.0,0,1952,False
231893,1384,212,76117,2,1,0,1980,True
589174,3438,193,76126,3,5.0,1,1998,True
224343,1562,8,76020,2,3.0,1,2009,False
223036,1961,293,76020,4,2.0,1,1945,False
347215,1623,342,76120,4,3.0,1,1969,True
549906,1647,80,76109,4,0.0,0,1938,False
368238,1224,62,76013,2,2,0,2002,True
321508,1709,112,76013,3,2.0,1,1997,False
176783,2118,96,76020,2,3.0,1,1956,False
730404,2438,22,76126,2,0.0,0,1990,False
361144,2023,41,76036,3,0.0,0,2006,True
289775,2340,21,76140,3,3.0,1,1951,False
1243374,5711,26,76092,8,6.0,1,1970,True
349835,1542,2,76120,3,2.0,1,1967,False
312349,1072,6,76002,2,1,0,1964,False
205227,1650,33,76114,2,2.0,1,2006,False
362498,1866,69,76036,4,0.0,0,1983,False
165056,1816,215,76040,4,3.0,1,1939,True
363659,4666,138,76109,8,4.0,1,1987,False
236081,1231,157,76117,2,2,0,1987,True
295468,1126,353,76013,3,1,0,1967,False
156746,2387,244,76244,2,0.0,0,1982,False
270323,1452,78,76013,3,1,0,1975,False
352158,1403,281,76120,3,2,0,1992,False
357484,3897,103,76017,5,5.0,1,1947,False
338817,1497,90,76107,3,2,0,1999,True
418333,3658,169,76040,4,4.0,1,1960,True
295710,1976,312,76140,3,0.0,0,1998,True
763166,1303,50,76028,2,1,0,1979,True
343308,2148,269,76002,3,2.0,1,1952,True
160568,2341,40,76020,4,3.0,1,1999,False
293740,2689,357,76140,3,0.0,0,2015,True
366920,1762,118,76120,3,0.0,0,2017,True
955408,2377,106,76126,3,2.0,1,1958,True
295261,1564,334,76036,3,0.0,0,1981,True
667350,2776,143,76126,3,2.0,1,1943,True
526518,3320,90,76052,5,0.0,0,2010,True
445955,3182,214,76052,4,4.0,1,1973,False
370796,1208,102,76107,3,2,0,2004,True
36374,2239,29,76244,4,3.0,1,1961,False
510671,1891,235,76180,3,0.0,0,1986,False
96929,2552,11,76244,2,0.0,0,1943,False
312405,1299,10,76013,2,2,0,1996,True
352644,1788,159,76120,3,3.0,1,2000,False
746976,2656,21,76052,2,0.0,0,1978,False
715777,3393,85,76052,5,0.0,0,1957,True
371924,1995,125,76180,2,0.0,0,1974,False
671541,2258,40,76040,4,3.0,1,1962,True
193003,1098,97,76114,2,2,0,1978,False
347485,1380,109,76107,3,2,0,1931,False
269178,5617,51,76092,8,4.0,1,1982,True
338282,1202,195,76107,3,1,0,1974,False
389193,3461,1,76017,5,0.0,0,1977,True
1511284,2744,286,76092,4,0.0,0,1979,True
1691882,2295,144,76092,3,3.0,1,1950,False
346932,1607,223,76013,4,0.0,0,1953,False
231140,1290,189,76117,2,1,0,1997,False
235986,1381,73,76117,2,1,0,1974,True
341214,1449,8,76107,2,2,0,1983,True
334174,2828,70,76002,3,4.0,1,2018,True
354920,2090,276,76036,4,3.0,1,2002,False
621455,1758,171,76028,2,3.0,1,2004,True
143152,1299,194,76114,3,2,0,1980,False
233282,1464,89,76114,3,1,0,1991,True
366365,2637,63,76126,4,0.0,0,1944,False
1828971,4320,12,76092,8,5.0,1,1996,True
314663,1532,36,76244,3,3.0,1,2013,False
733366,4743,111,76092,8,5.0,1,1955,True
620289,3133,303,76135,3,0.0,0,2015,False
364382,1923,132,76120,2,2.0,1,1975,True
81400,1956,171,75052,4,2.0,1,2011,True
669930,4903,30,76052,7,4.0,1,1945,False
369963,1701,75,76036,4,2.0,1,1988,False
534887,1873,121,76180,4,0.0,0,1955,False
329268,1799,28,76036,4,0.0,0,1975,True
257829,1645,61,76020,2,0.0,0,1974,True
430458,2176,145,76020,3,3.0,1,1988,True
279597,1482,188,76013,3,1,0,2012,True
232295,1351,29,76117,2,1,0,2011,False
189530,2091,66,76040,3,0.0,0,2009,True
1098084,4117,139,76092,6,6.0,1,1948,True
202879,2924,29,76135,5,0.0,0,1962,False
339406,1388,273,76107,2,2,0,1996,False
429565,2524,135,76017,4,0.0,0,1990,True
318902,2301,76,76036,2,2.0,1,1945,True
105079,2292,15,76040,2,3.0,1,1938,True
1527903,4490,121,76092,5,6.0,1,1936,False
346156,1537,113,76107,2,3.0,1,1989,False
606662,2085,343,76126,3,3.0,1,2014,True
628543,1768,269,76180,4,2.0,1,1945,True
333184,1972,165,76126,2,0.0,0,2010,True
519766,2323,304,76135,2,2.0,1,1972,False
359463,2146,20,76002,2,0.0,0,1951,False
37859,2085,282,76180,2,3.0,1,1963,False
641758,3396,2,76052,4,5.0,1,1941,True
130523,2827,67,75052,3,4.0,1,1946,True
595491,3395,3,76052,5,4.0,1,2015,True
628989,1921,96,76180,4,3.0,1,1984,True
321358,1403,37,76107,3,2,0,1960,True
440478,1741,8,76002,3,0.0,0,1935,True
607364,3552,53,76052,3,5.0,1,1948,False
409946,2222,287,76028,3,2.0,1,1966,False
519423,2681,52,76040,2,2.0,1,1999,False
307313,1971,45,76036,3,0.0,0,1997,True
38785,1618,60,76244,3,2.0,1,1955,False
647099,2629,62,76052,2,0.0,0,2007,False
279770,1898,9,76020,4,0.0,0,1993,True
262162,2106,11,76036,4,0.0,0,1931,False
302733,1865,40,76013,3,0.0,0,1972,False
281938,1448,10,76140,3,1,0,1975,True
273113,1555,13,76140,2,3.0,1,1994,False
234228,1318,3,76117,2,2,0,2006,False
350333,1629,116,76036,4,3.0,1,1953,True
364622,1990,153,76036,2,0.0,0,2001,True
400501,2222,19,76052,4,0.0,0,1986,True
398947,2705,15,76017,2,0.0,0,1985,True
310865,1564,157,76107,4,2.0,1,2006,True
340237,3088,126,76017,3,4.0,1,2001,True
282420,1076,294,76114,2,2,0,1972,True
360077,1366,72,76107,2,1,0,1993,False
409026,1351,171,76107,3,2,0,1998,True
270404,1764,102,76013,4,0.0,0,2009,True
290922,2146,159,76140,3,2.0,1,1948,False
327775,1421,26,76107,3,2,0,1950,True
233058,1384,205,76117,2,1,0,2011,True
420906,8509,251,76109,6,4.0,1,2016,False
469707,4833,275,76092,8,5.0,1,1971,False
204411,1742,74,76114,3,2.0,1,1963,False
353351,1160,62,76107,2,1,0,1961,False
366263,3607,80,76052,4,4.0,1,1998,False
213991,1158,3,76114,2,2,0,2013,True
283598,1721,35,76020,3,0.0,0,1948,False
461777,1329,6,76028,3,2,0,1989,True
483074,1766,55,76180,2,3.0,1,1977,False
369415,1716,23,76036,2,3.0,1,1997,True
635180,2385,201,76052,3,0.0,0,1954,True
229996,1143,75,76114,2,1,0,1949,True
338900,1200,97,76013,3,1,0,2017,True
455617,2557,96,76017,3,0.0,0,1953,True
641512,2542,60,76028,2,0.0,0,1965,True
544162,2142,42,76109,4,0.0,0,1971,False
430093,2594,176,76028,4,2.0,1,2014,True
550514,1919,256,76126,2,0.0,0,1968,False
206543,1509,94,76114,4,2.0,1,2014,False
237931,2003,23,76140,4,2.0,1,2003,False
600971,3421,110,76092,4,5.0,1,2016,True
389320,2073,8,76028,4,0.0,0,1961,False
373023,2057,97,76120,4,3.0,1,1948,True
516674,4014,89,76052,5,6.0,1,1936,False
511015,3275,28,76040,3,0.0,0,1955,False
490879,1749,87,76028,4,2.0,1,1961,False
360580,3499,37,76052,5,5.0,1,1976,False
381027,2854,167,76126,5,0.0,0,1993,False
231769,1393,394,76117,2,2,0,2008,True
547138,2923,145,76135,4,3.0,1,1942,False
360945,1353,3,76120,2,2,0,1949,False
357258,2996,20,76002,4,5.0,1,2011,True
440973,1441,113,76002,2,2,0,1962,True
238049,1079,149,76114,3,2,0,2012,False
263845,1486,171,76013,3,1,0,2003,True
374701,1322,305,76120,3,1,0,1979,True
352802,1295,123,76120,3,2,0,2017,False
395167,2981,129,76052,5,4.0,1,1967,True
234115,1316,194,76117,2,2,0,1972,True
353567,1492,149,76120,2,2,0,2017,False
326534,3072,114,76017,3,5.0,1,1999,False
215070,2874,170,76244,4,5.0,1,1938,False
355769,1566,292,76120,3,3.0,1,1951,True
615065,1649,59,76052,3,2.0,1,2014,True
194096,2566,13,76028,4,0.0,0,2001,True
306041,2099,58,76002,4,2.0,1,1962,True
465018,3013,306,76126,4,0.0,0,1933,True
563658,2632,55,76126,4,0.0,0,1996,False
469239,2940,149,76052,3,5.0,1,2009,False
368152,1329,24,76107,2,1,0,1956,True
272791,4984,9,76109,6,5.0,1,1946,True
1402962,4777,107,76092,5,6.0,1,1995,False
251572,2748,237,76140,2,2.0,1,2004,False
516620,3005,199,76028,3,3.0,1,2016,False
362521,1583,118,76120,3,0.0,0,1966,False
309445,1605,164,76020,3,2.0,1,1934,True
298442,2311,0,76135,4,0.0,0,1955,False
26973,1933,41,75052,4,0.0,0,2003,False
235398,1342,103,76117,3,2,0,1942,True
343910,2674,0,76135,3,0.0,0,2002,False
1405218,5162,99,76092,7,5.0,1,1962,True
335835,1858,0,76036,2,2.0,1,1952,False
108814,1580,11,75052,3,0.0,0,1936,True
228652,1262,37,76117,2,2,0,2015,True
369499,1593,73,76120,3,2.0,1,1979,True
389523,1885,56,76002,4,0.0,0,1935,True
196349,1467,63,76114,2,1,0,1990,True
327860,1696,54,76020,3,3.0,1,1945,True
359696,1478,81,76107,3,1,0,2012,False
285627,2988,209,76017,4,5.0,1,1954,True
220312,1725,109,76180,4,0.0,0,1998,True
184212,2600,182,76244,4,0.0,0,1999,True
267634,1678,55,76013,4,2.0,1,1985,True
1975067,5355,219,76092,6,6.0,1,1976,True
283494,2354,162,76140,4,0.0,0,2010,False
412588,1873,4,76002,3,0.0,0,1939,True
737894,2665,59,76126,2,0.0,0,1950,False
441217,1487,112,76017,2,1,0,2011,False
337473,1781,272,76013,3,0.0,0,1998,True
394927,2698,143,76135,3,2.0,1,1971,False
350598,1578,7,76120,3,2.0,1,1951,False
597346,2002,32,76180,3,0.0,0,1952,False
184664,2006,9,76020,4,2.0,1,1938,True
461184,13578,99,76109,8,6.0,1,1932,True
413694,2042,45,76020,2,0.0,0,1952,False
394065,2887,39,76135,4,5.0,1,1983,False
284261,2064,107,76036,3,0.0,0,1930,False
368452,1616,114,76120,4,0.0,0,2006,False
510514,2600,11,76028,2,0.0,0,1934,False
243113,3006,4,76028,3,4.0,1,1985,True
229702,1028,56,76140,3,1,0,1944,False
614676,2418,32,76135,2,0.0,0,1946,False
278852,2013,52,76140,2,2.0,1,1969,True
1206497,2408,315,76092,2,2.0,1,2012,False
498266,2797,294,76135,3,2.0,1,1985,True
486472,5827,110,76109,5,5.0,1,1975,False
260947,1460,24,76140,3,2,0,1977,True
229283,1302,36,76117,2,2,0,1943,False
369618,2297,159,76036,2,3.0,1,1931,False
409908,3657,76,76017,4,3.0,1,2006,False
203951,1777,38,76028,4,0.0,0,1942,False
482664,1789,211,76020,2,0.0,0,1995,True
302496,1803,297,76180,4,0.0,0,2011,False
590181,1751,196,76135,2,3.0,1,2005,False
283512,2216,227,76002,2,0.0,0,1969,False
508730,9157,236,76109,5,5.0,1,1971,False
547911,2862,179,76126,4,0.0,0,1974,True
172357,2146,195,75052,3,0.0,0,2008,True
349276,1260,260,76107,3,2,0,2012,True
307061,1758,143,76013,2,0.0,0,1964,False
355316,4735,175,76002,8,6.0,1,2004,True
269062,2967,8,76040,3,5.0,1,2004,False
250973,1289,226,76140,3,1,0,1966,True
310427,2665,151,76002,4,0.0,0,1945,False
462924,1304,408,76040,3,1,0,1999,False
242336,1351,212,76117,2,2,0,1998,True
504825,3148,17,76126,4,5.0,1,1998,False
1034489,2858,27,76092,3,5.0,1,1991,True
79645,2628,272,76135,3,0.0,0,1990,True
412369,2589,93,76017,4,3.0,1,1970,True
595988,2458,292,76126,4,2.0,1,2007,False
405931,1716,152,76126,3,0.0,0,1978,True
77770,2751,89,75052,3,2.0,1,1974,True
440826,1595,264,76028,2,0.0,0,1986,False
297897,1911,235,76052,4,0.0,0,1976,False
236523,1302,45,76117,3,2,0,1934,False
231927,1283,157,76117,3,1,0,2007,False
296406,1327,46,76013,2,2,0,1990,True
671822,3996,1,76052,5,5.0,1,1974,False
255846,2131,238,76002,4,0.0,0,1971,True
514820,2129,353,76028,4,3.0,1,1968,True
687762,2504,195,76052,2,2.0,1,1977,False
155444,2676,94,76040,3,3.0,1,1998,False
471280,2342,26,76135,4,3.0,1,1937,False
398661,2790,124,76052,4,0.0,0,1968,True
231213,1362,29,76117,2,1,0,1931,False
41218,1765,296,75052,2,3.0,1,1967,True
912930,3496,186,76126,3,4.0,1,1941,False
385480,2810,247,76017,4,0.0,0,1998,False
301367,6852,18,76109,8,5.0,1,2009,True
378739,2916,299,76017,3,5.0,1,1947,True
278333,2476,10,76140,4,0.0,0,1981,False
323170,1418,48,76107,3,1,0,2014,False
395825,3227,126,76052,4,4.0,1,1935,True
447411,3688,8,76052,5,4.0,1,1994,True
344097,1846,154,76180,2,0.0,0,1957,False
383931,1573,127,76180,2,3.0,1,2007,True
248988,2015,166,76013,2,0.0,0,1992,True
361013,1347,64,76120,3,2,0,1983,True
649551,5348,35,76109,6,4.0,1,1951,False
285917,1904,172,76140,2,2.0,1,1986,False
183600,1031,66,76020,3,2,0,1998,True
181793,1884,301,76180,2,0.0,0,2016,True
233891,1387,53,76117,3,2,0,2012,False
588691,4115,60,76052,7,4.0,1,1938,True
229059,1250,91,76117,3,1,0,1992,False
319791,1399,161,76036,2,2,0,1957,False
264222,2932,51,76017,4,5.0,1,1960,True
308544,1222,307,76040,2,2,0,2009,False
901794,4221,247,76092,6,6.0,1,1959,True
296349,1214,85,76140,2,2,0,1959,True
360239,1701,109,76180,2,0.0,0,1979,True
367755,1613,47,76120,3,3.0,1,1940,True
311798,1408,324,76013,2,1,0,2014,False
229380,1447,236,76114,2,1,0,2012,True
465834,3012,2,76040,5,0.0,0,1985,True
308829,2920,63,76126,4,5.0,1,1934,False
257096,3274,146,76135,5,5.0,1,1952,False
683780,1741,186,76126,3,2.0,1,1984,False
201146,1094,170,76114,3,1,0,1949,False
219536,1292,217,76114,2,1,0,1937,True
214121,1256,129,76114,3,1,0,2010,False
340545,1811,42,76020,3,0.0,0,1990,False
373939,4291,22,76052,7,6.0,1,1986,True
450155,4449,7,76017,5,5.0,1,2017,False
302370,1920,25,76017,4,3.0,1,1971,False
431264,1173,137,76109,2,2,0,1970,False
495213,3797,367,76040,4,3.0,1,1991,True
348086,2861,61,76135,4,4.0,1,1989,True
198344,2241,144,75052,4,2.0,1,1976,False
229213,1355,51,76117,3,1,0,1984,True
32840,2779,10,76244,2,2.0,1,1973,False
399734,1734,217,76036,3,0.0,0,1932,False
344928,3166,60,76017,5,4.0,1,1932,False
355671,1396,34,76107,3,2,0,1951,False
225708,1784,4,76114,3,2.0,1,1985,True
362584,1358,110,76120,3,1,0,1954,False
298248,1838,264,76013,2,0.0,0,1972,False
382779,2790,44,76002,2,0.0,0,1981,False
364687,1780,197,76120,4,2.0,1,1967,True
452805,3691,146,76135,4,4.0,1,2008,True
234743,2028,223,76020,4,0.0,0,2000,False
353265,6984,295,76109,5,6.0,1,1979,True
266871,2263,3,76135,2,0.0,0,2016,False
234208,1349,347,76117,3,1,0,1973,True
375209,3056,270,76135,4,4.0,1,1933,False
358302,1885,219,76028,2,3.0,1,1946,True
733287,2966,27,76126,5,4.0,1,1941,True
402164,1952,349,76040,4,0.0,0,1980,False
229454,1401,51,76114,3,1,0,1930,True
386101,1857,101,76002,2,0.0,0,1946,False
536569,3149,10,76126,5,5.0,1,2007,True
315894,3355,5,76002,4,3.0,1,1948,True
426608,1479,331,76002,2,1,0,2018,False
158438,3230,202,76244,3,4.0,1,1965,True
45553,2539,53,75052,4,0.0,0,1976,True
313575,2106,247,76002,3,2.0,1,1967,False
511414,2896,132,76126,3,3.0,1,1938,True
229630,2143,310,76114,2,3.0,1,1994,False
340432,1216,309,76107,2,2,0,1957,True
304317,2148,8,76020,4,3.0,1,1977,True
1435857,5740,19,76092,8,4.0,1,1991,True
293063,2207,184,76140,2,3.0,1,1999,False
411810,4057,23,76017,7,4.0,1,1983,False
354957,1783,129,76120,3,0.0,0,1940,False
298470,2141,2,76040,2,0.0,0,1950,False
1557836,5514,9,76092,5,5.0,1,1993,False
333576,1497,21,76013,3,2,0,1973,True
296109,1333,38,76028,2,1,0,1949,False
320007,1869,4,76036,4,3.0,1,2001,False
226438,1131,206,76114,3,1,0,2008,True
1279979,4221,319,76092,5,5.0,1,1930,True
235136,1364,173,76117,2,2,0,1963,True
562068,1768,296,76180,2,2.0,1,2016,False
370951,5737,252,76109,8,4.0,1,1987,False
223305,1587,216,75052,3,3.0,1,1952,True
136388,1789,46,75052,3,0.0,0,1988,False
1150997,5175,83,76092,8,6.0,1,2007,True
552570,2778,417,76028,2,2.0,1,1942,True
231808,1365,243,76117,3,2,0,1972,False
698958,4295,32,76109,8,5.0,1,1977,False
356101,1322,247,76107,3,1,0,1986,True
231425,1325,187,76117,3,1,0,1932,False
401672,6719,13,76109,6,4.0,1,1960,True
336532,1349,99,76107,3,1,0,1990,True
386628,1427,5,76120,2,1,0,1931,False
339693,2588,58,76140,3,0.0,0,2014,False
272812,1964,11,76036,3,3.0,1,1959,True
467417,1681,22,76017,3,0.0,0,1973,False
228755,2681,124,76028,3,0.0,0,1941,True
298604,1935,12,76028,3,2.0,1,1936,False
294002,2243,53,76002,3,0.0,0,1982,False
284115,2066,65,76036,4,2.0,1,1934,False
312378,1497,38,76013,2,2,0,1974,True
315677,1870,191,76180,3,0.0,0,1984,True
626676,5196,2,76052,5,4.0,1,1949,True
714337,2810,411,76126,4,0.0,0,1967,True
306933,1496,50,76036,3,2,0,1968,True
380656,4390,321,76017,5,5.0,1,1983,False
415731,1356,19,76028,3,2,0,1976,False
313233,3953,0,76017,5,3.0,1,1943,False
176918,1901,3,76244,2,0.0,0,1991,True
274158,2519,421,76140,4,2.0,1,1969,True
320863,2882,317,76040,5,4.0,1,1984,True
92379,1794,52,76028,4,0.0,0,1971,False
350954,1704,50,76017,4,0.0,0,1990,False
359526,1637,99,76120,4,0.0,0,1943,True
425066,2465,78,76135,3,3.0,1,2015,True
303561,2542,281,76135,3,0.0,0,2008,True
86286,3057,19,76244,4,5.0,1,1983,True
349282,2680,38,76017,3,0.0,0,1943,True
888324,3017,118,76052,4,5.0,1,1946,False
449119,2537,10,76028,4,2.0,1,1944,False
293962,1618,73,76020,2,0.0,0,1949,True
337264,1396,106,76107,2,1,0,1990,True
734365,3398,90,76135,5,0.0,0,1999,False
375130,2309,3,76052,3,2.0,1,1965,False
354368,1415,7,76107,2,2,0,1980,True
584953,2363,18,76052,2,3.0,1,1943,False
263942,1108,35,76140,2,1,0,1939,True
207821,2600,55,76135,3,3.0,1,1977,True
255425,1229,114,76013,3,1,0,1938,False
636341,3137,31,76052,4,3.0,1,2010,True
376530,1709,131,76120,2,2.0,1,1947,True
373709,1228,8,76002,3,2,0,1932,True
381046,2051,346,76180,3,3.0,1,1973,True
358555,1825,14,76120,4,3.0,1,1941,False
1543504,3245,127,76092,4,5.0,1,1955,False
1205284,5869,74,76092,5,4.0,1,2014,True
133763,2328,105,76244,3,0.0,0,2008,False
306928,2136,124,76017,4,0.0,0,2008,False
150684,3070,62,76040,5,5.0,1,1958,False
656659,1748,229,76040,4,0.0,0,1972,False
31581,2214,184,75052,4,3.0,1,1937,True
395022,1780,0,76180,3,0.0,0,1986,False
341540,1876,180,76036,4,0.0,0,2011,True
232420,1314,109,76117,2,1,0,2007,False
310914,1392,239,76107,2,2,0,1988,True
806007,3417,27,76052,4,4.0,1,1987,True
356706,1708,17,76120,2,0.0,0,2014,True
445830,3005,3,76126,4,5.0,1,1983,False
229969,1275,65,76117,2,2,0,1955,False
260670,2034,4,76020,2,2.0,1,1930,False
1106457,3677,42,76092,4,4.0,1,1953,False
385792,1643,0,76017,3,0.0,0,1947,False
1098313,4666,48,76092,6,4.0,1,2002,False
453425,3764,0,76002,4,0.0,0,1986,True
1500769,5677,55,76092,5,6.0,1,1952,True
265836,6757,239,76109,8,6.0,1,1930,False
232718,1280,404,76117,2,2,0,1942,False
508839,2180,8,76135,4,0.0,0,1970,True
1276809,3978,24,76092,3,5.0,1,1950,False
196212,1196,299,76114,2,1,0,2007,False
38209,1460,0,76244,2,1,0,1975,False
