price,ppsf,total sq. ft.,days to sell,zip code,bedrooms,bathrooms,half bathrooms,year built,garage
151462,80.27,1887,131,75052,3,0.0,0,1986,True
421955,183.7,2297,53,76028,2,2.0,1,1991,False
224685,113.94,1972,32,76017,3,0.0,0,1973,False
228522,170.54,1340,40,76117,3,2,0,2017,True
230814,178.65,1292,66,76117,2,1,0,1978,True
270335,131.94,2049,132,76020,3,0.0,0,1932,True
380078,195.11,1948,105,76040,2,0.0,0,2018,False
303941,250.16,1215,40,76140,3,2,0,1965,True
433641,100.33,4322,8,76109,6,5.0,1,1972,True
1761207,438.11,4020,40,76092,7,4.0,1,1999,False
275712,178.34,1546,60,76180,3,3.0,1,1947,True
344553,87.18,3952,67,76017,4,4.0,1,2009,True
250983,122.55,2048,44,76140,3,0.0,0,1966,False
412476,224.66,1836,163,76020,3,0.0,0,2000,False
320101,130.02,2462,57,76017,2,3.0,1,1967,True
232666,93.37,2492,82,76140,3,0.0,0,1950,False
341058,263.57,1294,60,76107,2,2,0,1940,False
697867,147.73,4724,60,76092,5,5.0,1,1968,True
770371,324.91,2371,76,76135,3,0.0,0,2011,False
37319,12.47,2992,28,76244,3,4.0,1,1948,True
212775,90.89,2341,107,76040,3,0.0,0,2014,True
652238,272.45,2394,2,76052,4,3.0,1,1976,True
195518,23.58,8293,54,76109,5,6.0,1,2004,True
368248,194.43,1894,173,76180,4,3.0,1,1934,True
342660,171.16,2002,103,76036,4,3.0,1,1941,True
323968,96.02,3374,153,76002,4,4.0,1,1980,True
369615,300.01,1232,32,76036,3,2,0,2003,True
231901,165.29,1403,77,76117,3,1,0,1942,False
1057341,269.8,3919,127,76092,4,0.0,0,1998,False
365257,282.27,1294,13,76120,2,1,0,1980,False
370159,238.5,1552,34,76120,3,0.0,0,1993,False
266131,189.01,1408,295,76114,3,2,0,1973,False
281847,168.27,1675,7,76036,2,2.0,1,2012,True
94929,55.81,1701,148,76244,4,3.0,1,2010,True
456951,136.12,3357,274,76126,4,4.0,1,1946,True
2045619,402.21,5086,139,76092,7,5.0,1,1969,False
269866,185.99,1451,228,76013,2,2,0,1936,False
245557,120.73,2034,82,76180,4,2.0,1,2013,False
221369,153.52,1442,26,76028,2,1,0,1966,False
332071,157.31,2111,130,76002,2,0.0,0,2005,False
344217,223.08,1543,179,76036,2,2.0,1,1978,True
185558,67.57,2746,205,76109,2,2.0,1,2013,True
637902,176.41,3616,302,76126,3,3.0,1,2004,False
253512,226.35,1120,48,76040,2,2,0,2006,False
325094,245.91,1322,225,76107,3,2,0,1969,False
360167,272.03,1324,141,76107,2,2,0,1971,True
233765,123.16,1898,111,76020,2,3.0,1,1986,True
362411,255.76,1417,0,76120,3,1,0,1974,True
370907,38.93,9527,18,76109,8,4.0,1,2009,True
343276,191.77,1790,56,76036,2,2.0,1,1972,True
522194,192.27,2716,40,76028,2,3.0,1,1943,False
413997,61.09,6777,319,76109,6,4.0,1,2001,True
752792,207.38,3630,173,76052,5,4.0,1,2000,False
324097,160.68,2017,154,76180,2,2.0,1,1994,True
335585,244.6,1372,168,76107,3,1,0,1965,True
568607,200.85,2831,81,76040,5,5.0,1,1961,True
290516,233.53,1244,208,76013,3,1,0,1985,False
287716,208.79,1378,200,76020,3,1,0,1959,False
366557,236.64,1549,17,76013,4,0.0,0,1998,True
280552,213.84,1312,105,76140,3,2,0,1959,False
272468,171.58,1588,24,76013,2,0.0,0,1968,True
344837,230.97,1493,51,76013,3,1,0,2004,False
990889,177.55,5581,114,76092,5,6.0,1,1936,True
410189,113.25,3622,88,76017,5,5.0,1,1934,True
249588,170.37,1465,35,76013,3,2,0,1964,True
212227,129.96,1633,12,76114,2,2.0,1,1981,True
459597,271.15,1695,148,76002,2,3.0,1,1939,False
64438,23.11,2788,142,75052,4,0.0,0,2007,False
276329,166.66,1658,70,76140,3,2.0,1,1955,False
562313,200.61,2803,37,76135,3,4.0,1,1993,False
352882,259.09,1362,302,76120,3,1,0,1994,False
311047,170.06,1829,24,76180,2,0.0,0,1976,True
404560,138.17,2928,65,76002,4,5.0,1,1983,True
228937,169.83,1348,7,76117,3,2,0,2001,True
618021,456.1,1355,247,76028,2,2,0,1939,False
324257,266.22,1218,3,76107,3,1,0,1953,False
360582,181.2,1990,4,76017,4,3.0,1,2001,True
286690,163.82,1750,220,76002,3,3.0,1,1940,False
309611,165.21,1874,344,76036,2,3.0,1,1976,False
235541,121.54,1938,24,76180,4,3.0,1,1997,False
533008,203.13,2624,15,76135,3,0.0,0,2000,False
494493,144.13,3431,46,76028,3,0.0,0,1971,False
361768,273.86,1321,70,76107,3,2,0,2005,False
318333,129.35,2461,56,76002,2,0.0,0,1978,True
311137,212.53,1464,4,76107,2,1,0,1969,False
333392,149.97,2223,230,76002,2,2.0,1,1988,False
351290,97.47,3604,34,76017,3,4.0,1,1955,True
263256,109.19,2411,42,76002,4,2.0,1,1957,False
327476,239.56,1367,347,76036,2,2,0,1970,False
317328,226.18,1403,136,76107,2,1,0,1967,True
360161,227.66,1582,27,76107,3,3.0,1,1974,False
361772,225.68,1603,3,76120,4,0.0,0,1948,False
307340,163.57,1879,123,76040,4,0.0,0,1931,True
319824,185.08,1728,304,76002,3,3.0,1,1992,True
66456,21.72,3060,205,75052,3,3.0,1,1971,True
310083,237.79,1304,6,76020,3,2,0,1966,True
371725,203.35,1828,258,76017,3,3.0,1,1973,False
306653,159.55,1922,32,76036,4,0.0,0,1949,True
373898,293.48,1274,95,76109,2,1,0,1995,False
265497,177.47,1496,174,76020,3,1,0,1976,False
331705,211.01,1572,127,76120,2,3.0,1,1958,False
547765,458.38,1195,96,76028,2,1,0,1982,True
454510,186.5,2437,26,76052,2,3.0,1,1947,False
326829,225.87,1447,86,76107,2,2,0,1962,True
337073,104.84,3215,219,76140,3,4.0,1,1935,False
645851,324.39,1991,133,76028,2,2.0,1,1933,True
241154,140.29,1719,23,76140,2,2.0,1,1980,True
307724,175.34,1755,10,76140,2,2.0,1,1933,True
368015,275.46,1336,100,76107,2,1,0,2017,True
327072,89.1,3671,12,76017,5,4.0,1,1963,False
291490,235.07,1240,132,76140,2,1,0,1994,False
355348,100.13,3549,115,76135,4,0.0,0,1953,True
464440,119.15,3898,110,76052,3,4.0,1,1937,True
294532,155.92,1889,148,76036,2,2.0,1,1963,True
194875,66.46,2932,75,76135,5,0.0,0,1949,False
478490,161.16,2969,102,76017,4,4.0,1,1973,False
368996,284.06,1299,266,76107,3,2,0,1960,False
102002,45.93,2221,49,76244,4,3.0,1,1943,False
358208,228.89,1565,124,76013,4,0.0,0,1938,True
369941,169.39,2184,362,76002,2,2.0,1,1957,False
1107980,241.86,4581,169,76092,6,4.0,1,1950,False
492561,125.97,3910,252,76052,4,5.0,1,1988,False
490201,175.01,2801,5,76135,5,3.0,1,1964,True
421283,246.51,1709,7,76017,2,0.0,0,1933,True
374619,130.17,2878,89,76002,3,4.0,1,1979,True
754392,496.31,1520,17,76028,2,3.0,1,1990,True
381439,287.01,1329,60,76107,2,1,0,1940,False
347891,96.64,3600,123,76017,3,0.0,0,1961,True
324934,193.3,1681,45,76036,2,2.0,1,2011,True
294712,193.76,1521,23,76020,3,0.0,0,1991,False
781235,250.88,3114,54,76092,5,0.0,0,1983,False
357510,264.43,1352,20,76107,3,2,0,2005,False
276496,79.98,3457,8,76126,4,5.0,1,1972,False
363161,198.23,1832,127,76036,4,0.0,0,1988,False
236044,131.72,1792,29,76180,2,0.0,0,1970,True
367709,253.24,1452,4,76120,2,1,0,1963,True
232646,179.23,1298,3,76117,3,2,0,1961,True
147334,75.56,1950,98,76020,4,2.0,1,1977,False
278693,190.23,1465,52,76013,2,1,0,1998,True
252489,172.7,1462,89,76114,3,1,0,2014,True
462367,369.01,1253,204,76028,2,2,0,1959,False
365875,136.88,2673,119,76017,3,2.0,1,1968,True
466613,223.58,2087,23,76180,3,2.0,1,1980,False
272603,180.17,1513,50,76013,2,0.0,0,1947,False
326031,243.31,1340,24,76107,2,2,0,1981,False
334711,135.57,2469,49,76036,3,3.0,1,2015,False
339231,184.77,1836,6,76036,3,2.0,1,1972,False
897294,304.06,2951,28,76092,5,4.0,1,2010,True
115991,38.32,3027,52,76040,3,5.0,1,1938,False
123187,64.33,1915,25,76020,3,3.0,1,1935,False
205463,118.56,1733,279,76020,2,0.0,0,1953,True
360069,124.33,2896,155,76002,4,3.0,1,2006,False
383939,276.61,1388,95,76107,3,1,0,1968,True
379694,49.7,7640,91,76109,5,5.0,1,2017,False
299877,169.81,1766,375,76017,2,0.0,0,2014,True
516315,167.2,3088,11,76109,5,5.0,1,1949,True
143689,64.15,2240,41,75052,3,2.0,1,1993,True
51300,21.79,2354,73,75052,2,2.0,1,1960,True
141103,59.39,2376,228,75052,3,2.0,1,2010,False
195076,72.12,2705,125,76040,3,0.0,0,1990,True
375736,154.05,2439,125,76002,4,3.0,1,1947,True
247381,191.32,1293,179,76114,3,2,0,1951,True
558833,132.61,4214,229,76052,5,4.0,1,1935,False
431555,205.31,2102,44,76135,2,2.0,1,1956,False
282842,100.91,2803,94,76126,3,3.0,1,2018,False
273715,139.79,1958,202,76180,4,2.0,1,1977,True
550481,293.12,1878,47,76028,3,0.0,0,1979,True
355085,228.2,1556,12,76107,4,0.0,0,2009,True
102188,31.62,3232,56,75052,5,5.0,1,1952,False
389582,194.01,2008,79,76017,4,0.0,0,1992,True
313248,180.55,1735,309,76180,2,2.0,1,1949,False
394095,216.77,1818,11,76017,3,3.0,1,1930,False
527737,227.57,2319,10,76040,2,3.0,1,1956,False
126554,61.14,2070,25,76244,2,0.0,0,1960,False
341570,314.23,1087,253,76020,2,1,0,1973,False
234986,178.43,1317,39,76117,3,1,0,1980,True
233853,180.03,1299,36,76117,2,2,0,1941,True
231707,167.42,1384,40,76117,2,2,0,1983,False
593292,217.96,2722,257,76028,2,0.0,0,1961,True
326001,105.78,3082,41,76135,5,4.0,1,1933,False
444918,231.85,1919,176,76180,3,0.0,0,2015,False
670387,218.22,3072,246,76052,3,0.0,0,1950,True
466019,255.49,1824,201,76180,2,0.0,0,1948,True
448902,109.25,4109,128,76017,7,4.0,1,1984,False
413186,151.13,2734,347,76017,4,2.0,1,1962,False
517626,339.2,1526,1,76028,2,2.0,1,1960,True
94886,43.41,2186,1,75052,3,2.0,1,1955,True
394012,128.59,3064,118,76002,5,5.0,1,1984,False
324908,49.35,6584,112,76109,6,4.0,1,1953,False
367038,232.6,1578,42,76107,4,0.0,0,2018,True
288402,76.7,3760,121,76135,5,5.0,1,1942,True
337948,225.45,1499,12,76107,2,1,0,1961,False
297484,126.27,2356,112,76140,4,0.0,0,1985,True
177921,64.91,2741,7,76244,2,2.0,1,1965,True
388142,273.34,1420,16,76002,3,1,0,1977,False
346291,273.1,1268,163,76020,3,1,0,1936,False
299867,109.2,2746,176,76028,4,0.0,0,1976,False
232176,172.37,1347,107,76117,2,2,0,1934,False
336822,126.58,2661,392,76036,2,3.0,1,1997,True
88452,36.12,2449,7,76028,4,3.0,1,1975,False
381640,192.94,1978,220,76002,3,2.0,1,1973,True
373121,321.66,1160,217,76107,3,1,0,2014,True
322180,169.3,1903,29,76020,2,0.0,0,2017,False
499190,204.75,2438,66,76135,4,0.0,0,1964,True
290414,111.31,2609,57,76140,4,3.0,1,1982,True
385084,188.77,2040,38,76180,2,2.0,1,1970,False
247565,173.97,1423,68,76140,2,1,0,2008,False
588789,280.64,2098,57,76028,2,2.0,1,2006,False
1362230,544.02,2504,185,76092,4,0.0,0,1984,False
445474,160.07,2783,116,76017,3,2.0,1,1936,True
283853,167.76,1692,34,76020,3,0.0,0,1975,False
346673,116.37,2979,93,76017,3,5.0,1,1983,False
345348,225.28,1533,181,76020,3,3.0,1,2002,False
445277,200.94,2216,9,76135,4,2.0,1,2010,False
243737,196.4,1241,10,76114,3,2,0,1983,True
394907,188.95,2090,114,76020,4,3.0,1,2014,False
439061,136.74,3211,20,76028,4,4.0,1,2009,False
102113,35.32,2891,312,76244,3,3.0,1,2012,True
369544,101.63,3636,93,76017,5,4.0,1,1999,True
239825,115.36,2079,210,76020,3,2.0,1,2005,True
365692,253.07,1445,319,76107,2,2,0,1941,False
421080,73.03,5766,269,76109,8,6.0,1,2006,False
178652,104.29,1713,42,76114,3,0.0,0,1979,True
721743,345.5,2089,67,76028,2,0.0,0,1975,False
394275,176.33,2236,140,76017,4,3.0,1,1956,True
376243,228.58,1646,256,76120,2,0.0,0,1981,False
303882,130.31,2332,11,76140,4,0.0,0,2011,False
649887,248.43,2616,33,76126,4,0.0,0,1944,True
370592,226.94,1633,2,76120,3,0.0,0,1975,False
422916,219.7,1925,32,76002,2,3.0,1,1948,True
740500,274.46,2698,130,76126,4,0.0,0,1934,True
261857,255.22,1026,30,76013,3,1,0,2010,True
400973,221.9,1807,30,76180,3,0.0,0,1972,True
428903,160.28,2676,10,76002,3,0.0,0,2005,True
461192,253.26,1821,95,76180,4,0.0,0,1989,False
320547,170.96,1875,195,76126,3,3.0,1,2012,False
440166,134.4,3275,229,76052,5,5.0,1,1969,True
69657,24.98,2788,4,75052,4,3.0,1,1943,True
764233,232.43,3288,16,76126,3,5.0,1,1957,True
755092,515.77,1464,231,76052,2,1,0,1940,True
437111,172.29,2537,72,76052,2,3.0,1,1985,False
243098,149.6,1625,133,76020,2,0.0,0,1995,False
405487,103.86,3904,22,76017,3,4.0,1,1999,True
340713,205.25,1660,65,76036,3,2.0,1,1970,True
98716,14.25,6926,326,76109,8,4.0,1,1959,True
431848,184.63,2339,333,76028,2,0.0,0,1995,False
284571,187.09,1521,32,76013,2,0.0,0,1944,False
398965,166.72,2393,50,76017,3,0.0,0,1976,True
348257,89.76,3880,51,76017,5,4.0,1,1980,True
394740,267.44,1476,77,76036,2,1,0,1991,False
604054,244.36,2472,182,76135,3,0.0,0,2012,True
158699,102.06,1555,14,76040,3,2.0,1,2007,False
122089,44.72,2730,8,75052,2,2.0,1,2012,True
531304,203.02,2617,79,76028,2,3.0,1,1971,False
366303,243.07,1507,118,76120,3,2.0,1,1954,False
184850,114.67,1612,81,76114,4,3.0,1,1932,True
545758,241.91,2256,76,76052,2,0.0,0,1972,False
467527,199.12,2348,31,76040,3,0.0,0,1965,False
333618,202.81,1645,341,76036,3,0.0,0,1971,False
374976,148.21,2530,59,76017,4,3.0,1,2017,True
416918,178.7,2333,108,76040,2,3.0,1,1967,False
355211,256.1,1387,11,76107,3,1,0,1982,True
260775,213.4,1222,116,76013,2,1,0,2010,True
196569,95.28,2063,40,76114,4,0.0,0,1971,False
375829,272.34,1380,196,76107,3,1,0,1993,False
411310,173.99,2364,202,76002,3,0.0,0,1950,True
311691,265.49,1174,21,76140,2,2,0,2003,True
31135,11.97,2600,357,75052,3,0.0,0,1943,False
260725,153.19,1702,94,76140,4,2.0,1,1936,False
390337,152.77,2555,177,76135,4,0.0,0,1951,False
278073,207.36,1341,37,76114,3,2,0,1993,True
443325,133.69,3316,3,76126,5,3.0,1,2006,False
1208683,235.29,5137,18,76092,5,5.0,1,1933,True
547022,275.58,1985,183,76135,2,2.0,1,1968,False
115473,33.69,3428,200,75052,5,3.0,1,1966,False
672620,541.13,1243,28,76052,3,2,0,1948,True
265032,166.48,1592,77,76180,3,0.0,0,1941,True
643094,195.77,3285,12,76126,5,0.0,0,1980,True
324935,290.12,1120,56,76017,2,1,0,1941,True
350758,139.24,2519,67,76017,4,0.0,0,1980,True
457025,135.21,3380,45,76126,4,0.0,0,1944,False
255267,194.27,1314,73,76140,2,2,0,1986,False
310406,76.95,4034,5,76135,5,6.0,1,2004,False
1506123,295.61,5095,401,76092,6,4.0,1,2011,True
392476,202.52,1938,1,76040,2,0.0,0,1934,False
230009,99.44,2313,237,76020,3,3.0,1,1966,False
327663,276.98,1183,146,76107,2,1,0,2013,True
422402,92.21,4581,288,76109,5,4.0,1,1967,True
552077,60.38,9144,303,76109,6,6.0,1,1999,True
188449,173.53,1086,211,76114,3,1,0,2012,True
502147,110.53,4543,47,76052,8,5.0,1,1961,False
423478,161.32,2625,13,76135,2,3.0,1,1976,False
287978,123.7,2328,230,76013,4,0.0,0,1984,True
231293,199.91,1157,115,76114,3,2,0,1991,True
233426,186.29,1253,347,76117,2,2,0,2018,False
303984,174.9,1738,186,76040,3,3.0,1,1938,False
385030,190.33,2023,60,76036,3,0.0,0,2006,True
753863,560.08,1346,171,76052,2,1,0,1974,True
379336,131.08,2894,283,76135,3,5.0,1,1968,True
183101,20.29,9023,382,76109,8,5.0,1,1970,False
388069,141.37,2745,42,76002,4,3.0,1,1982,True
674849,395.34,1707,238,76028,2,3.0,1,2005,True
728441,308.92,2358,12,76052,3,2.0,1,1939,False
218727,93.35,2343,235,76040,2,0.0,0,1943,False
230906,172.83,1336,34,76117,3,2,0,1972,False
302285,147.38,2051,20,76002,3,0.0,0,1981,False
334209,143.75,2325,158,76002,3,0.0,0,2009,True
128889,47.3,2725,202,75052,4,3.0,1,1930,True
262919,134.01,1962,65,76020,4,2.0,1,1993,True
1004666,236.78,4243,188,76092,7,6.0,1,1980,False
135490,79.05,1714,16,76040,4,3.0,1,1932,True
236791,156.82,1510,154,76114,3,0.0,0,2011,True
616882,347.93,1773,17,76040,2,2.0,1,2002,True
353192,249.96,1413,262,76120,2,2,0,1981,False
338727,224.92,1506,30,76013,3,0.0,0,1982,True
239714,114.37,2096,9,76140,4,0.0,0,1947,False
1265597,364.2,3475,304,76092,3,0.0,0,1941,False
484190,231.56,2091,12,76028,3,2.0,1,1960,False
228687,163.11,1402,32,76117,2,1,0,2004,False
242751,117.73,2062,87,76180,3,0.0,0,2004,False
353817,166.27,2128,392,76036,4,2.0,1,1946,False
659549,350.82,1880,4,76040,2,3.0,1,1979,False
289861,139.96,2071,6,76140,3,2.0,1,1942,False
354067,225.95,1567,17,76002,2,3.0,1,1968,False
340214,210.66,1615,19,76052,2,2.0,1,2002,True
143544,76.11,1886,210,76180,3,0.0,0,2013,False
494859,209.07,2367,102,76028,4,0.0,0,2007,True
400734,132.74,3019,245,76017,3,4.0,1,1992,False
488701,162.41,3009,82,76028,3,5.0,1,1980,True
318282,206.14,1544,17,76140,3,3.0,1,1969,False
714426,287.15,2488,147,76052,4,0.0,0,1966,False
365329,172.32,2120,202,76180,2,2.0,1,1947,True
681220,229.91,2963,146,76126,4,0.0,0,1939,True
384063,161.1,2384,1,76036,2,0.0,0,1953,True
246264,189.0,1303,194,76140,2,2,0,1971,True
364541,260.95,1397,112,76120,3,2,0,2014,False
237444,157.77,1505,99,76114,4,0.0,0,2001,False
236783,178.57,1326,171,76117,3,2,0,1943,True
341662,221.57,1542,34,76036,3,3.0,1,2006,True
536755,182.57,2940,74,76028,5,5.0,1,1962,False
209090,113.51,1842,120,76040,3,3.0,1,1959,False
322165,153.63,2097,287,76013,4,0.0,0,1974,True
87433,29.3,2984,50,75052,5,4.0,1,2006,False
276343,178.29,1550,39,76180,2,0.0,0,2001,False
1214665,300.51,4042,100,76092,8,6.0,1,1961,True
442971,248.86,1780,153,76020,2,2.0,1,1979,True
261653,128.83,2031,127,76140,3,0.0,0,2018,True
144489,80.59,1793,153,75052,4,3.0,1,1933,True
347865,90.19,3857,206,76017,4,5.0,1,1968,False
287111,77.39,3710,228,76002,3,4.0,1,1973,True
589780,305.9,1928,111,76180,2,3.0,1,1977,False
382864,140.71,2721,156,76017,4,3.0,1,2007,False
341310,170.91,1997,39,76002,4,2.0,1,1998,False
515208,292.07,1764,59,76180,4,2.0,1,1955,False
577752,195.85,2950,67,76052,5,4.0,1,1969,False
253326,168.77,1501,158,76020,4,2.0,1,1949,False
213588,123.18,1734,185,76114,2,0.0,0,1999,True
592836,123.74,4791,4,76052,5,5.0,1,1950,False
122643,61.05,2009,102,75052,3,2.0,1,1977,False
568696,259.32,2193,20,76126,4,3.0,1,2013,False
364682,109.09,3343,12,76126,3,0.0,0,1982,True
371357,237.29,1565,351,76120,4,0.0,0,1930,False
33698,19.52,1726,434,76244,4,0.0,0,2016,False
234850,177.65,1322,181,76117,2,2,0,1962,False
343149,174.36,1968,4,76020,4,3.0,1,1936,False
302782,153.15,1977,89,76002,3,3.0,1,1957,False
402130,129.85,3097,166,76040,5,5.0,1,1976,False
369719,101.1,3657,48,76109,5,5.0,1,1981,False
1417461,222.52,6370,156,76092,7,5.0,1,1961,False
412331,141.55,2913,79,76052,3,4.0,1,1974,False
253333,183.44,1381,51,76114,2,1,0,1934,True
801834,563.09,1424,113,76028,3,1,0,1995,False
394307,68.21,5781,36,76109,6,6.0,1,1982,False
857102,296.88,2887,174,76092,5,0.0,0,1995,True
367294,187.59,1958,9,76020,2,2.0,1,2010,True
175449,63.85,2748,65,76135,4,3.0,1,1963,False
294664,31.33,9405,42,76109,7,5.0,1,1945,True
413515,314.94,1313,70,76017,2,2,0,1996,False
388924,202.99,1916,316,76180,3,3.0,1,1989,True
340957,178.98,1905,24,76036,4,0.0,0,1945,True
342620,251.0,1365,241,76120,2,2,0,1969,True
266649,149.97,1778,62,76140,4,0.0,0,2006,True
330829,177.39,1865,56,76036,4,0.0,0,1967,False
310603,86.45,3593,204,76109,4,4.0,1,1971,True
389476,187.79,2074,112,76002,4,0.0,0,1960,True
201047,119.39,1684,173,76135,3,2.0,1,1972,False
364053,132.87,2740,214,76028,3,0.0,0,1973,True
824390,629.31,1310,28,76040,3,2,0,2009,False
351976,189.44,1858,79,76040,2,2.0,1,1943,True
1140086,246.61,4623,29,76092,7,5.0,1,1958,False
620710,315.88,1965,22,76052,2,3.0,1,2007,True
442975,130.59,3392,56,76017,5,0.0,0,1972,False
321868,216.89,1484,30,76020,2,1,0,1961,False
203086,169.95,1195,152,76114,2,1,0,2004,True
358054,92.42,3874,404,76017,4,0.0,0,1980,True
375992,310.48,1211,51,76107,3,2,0,1935,True
313347,181.76,1724,135,76180,3,0.0,0,1942,True
270931,209.54,1293,104,76140,2,1,0,1935,True
368149,152.51,2414,43,76017,4,0.0,0,1939,True
359625,227.9,1578,42,76107,3,0.0,0,2008,False
195184,125.68,1553,6,76040,3,0.0,0,1955,False
214166,102.08,2098,177,76180,3,3.0,1,2010,False
594560,258.17,2303,39,76126,3,0.0,0,1932,True
286264,181.52,1577,114,76013,3,0.0,0,1950,False
345420,132.6,2605,38,76135,3,0.0,0,1992,False
337494,140.39,2404,316,76028,2,0.0,0,1968,False
334368,274.97,1216,121,76107,3,1,0,1937,True
353643,287.75,1229,117,76120,2,1,0,1973,True
353763,123.74,2859,138,76002,3,4.0,1,2005,True
384016,152.57,2517,158,76040,3,2.0,1,1972,True
451453,167.33,2698,121,76017,3,0.0,0,1965,False
718014,421.86,1702,36,76126,3,0.0,0,1965,False
498593,261.32,1908,53,76017,2,0.0,0,2001,False
1218485,265.81,4584,109,76092,6,6.0,1,2003,True
334457,93.97,3559,124,76002,3,5.0,1,2011,False
178560,95.28,1874,6,76020,3,0.0,0,1955,False
283521,143.77,1972,66,76140,3,2.0,1,1936,False
224547,132.48,1695,6,76114,4,3.0,1,1967,False
350218,88.06,3977,302,76109,5,5.0,1,1941,False
374126,148.05,2527,0,76002,2,0.0,0,1959,False
435763,333.41,1307,231,76020,3,1,0,1938,False
265024,172.99,1532,132,76114,3,2.0,1,1968,False
377742,243.39,1552,58,76120,4,0.0,0,1953,True
281033,171.36,1640,27,76140,4,0.0,0,1956,False
315510,154.36,2044,37,76140,3,0.0,0,1970,True
380657,247.66,1537,170,76120,2,2.0,1,1949,True
321010,162.04,1981,157,76002,2,0.0,0,1956,True
553625,77.5,7144,164,76109,5,5.0,1,1969,True
377631,152.33,2479,141,76017,2,2.0,1,1969,True
308863,244.16,1265,56,76020,3,1,0,1994,True
312592,196.48,1591,258,76036,4,3.0,1,1977,True
495087,174.57,2836,144,76052,3,5.0,1,1963,False
364015,201.78,1804,19,76180,3,0.0,0,1970,False
152314,38.35,3972,94,76135,5,0.0,0,1988,False
1099420,218.27,5037,325,76092,8,6.0,1,1946,True
463053,262.35,1765,8,76180,3,2.0,1,1958,True
198597,106.2,1870,37,76036,4,3.0,1,1953,True
797925,356.53,2238,229,76126,3,2.0,1,1988,False
342161,234.52,1459,56,76107,2,1,0,1989,False
90983,24.33,3740,60,76135,3,0.0,0,2000,False
545883,270.37,2019,82,76052,2,3.0,1,1980,True
1802976,360.74,4998,54,76092,6,5.0,1,1998,True
431268,151.75,2842,231,76017,5,5.0,1,2005,True
1282728,265.96,4823,343,76092,5,6.0,1,1960,False
554011,191.9,2887,211,76135,3,5.0,1,1996,True
242147,105.1,2304,51,76020,2,3.0,1,1995,True
356908,264.38,1350,113,76107,3,2,0,1967,False
359333,211.5,1699,105,76120,3,0.0,0,2011,True
352501,201.54,1749,9,76120,4,3.0,1,2012,False
343744,287.17,1197,13,76107,3,1,0,1958,True
714396,160.57,4449,0,76052,6,5.0,1,1984,True
367448,147.51,2491,94,76002,3,0.0,0,1944,True
370176,151.34,2446,153,76017,2,2.0,1,1964,False
222225,39.14,5678,135,76109,5,5.0,1,1980,False
185375,123.5,1501,18,76020,3,0.0,0,1955,True
362204,118.79,3049,21,76040,5,0.0,0,1985,True
423566,221.07,1916,136,76180,3,3.0,1,2006,False
551401,158.4,3481,122,76028,5,3.0,1,1949,False
280747,184.22,1524,18,76013,4,0.0,0,1987,True
235473,179.75,1310,210,76117,3,1,0,1975,True
293527,117.04,2508,92,76135,3,3.0,1,1991,False
606138,203.47,2979,195,76126,5,5.0,1,1946,False
638152,263.26,2424,189,76028,4,3.0,1,2012,True
428273,116.44,3678,122,76002,4,0.0,0,1996,True
325882,147.39,2211,125,76036,2,3.0,1,1956,True
262343,143.44,1829,8,76020,2,0.0,0,1942,True
368777,146.4,2519,163,76020,4,2.0,1,1948,False
396763,269.72,1471,45,76107,2,1,0,1952,False
177748,122.75,1448,15,76114,3,2,0,2000,True
448503,140.2,3199,8,76109,5,5.0,1,1952,True
230881,170.14,1357,81,76117,3,1,0,1956,True
304032,189.07,1608,211,76020,2,2.0,1,1990,True
352089,236.14,1491,104,76107,3,2,0,2011,False
349327,316.99,1102,57,76120,2,2,0,1948,True
263791,125.44,2103,70,76036,4,0.0,0,1939,True
145039,108.72,1334,119,76020,3,1,0,1985,False
369003,314.85,1172,219,76020,3,2,0,1961,True
232479,177.33,1311,418,76117,3,1,0,1994,False
391262,156.13,2506,63,76002,2,3.0,1,1981,False
381293,252.85,1508,15,76107,2,2.0,1,1990,False
715026,260.2,2748,298,76052,3,0.0,0,1988,False
325377,120.29,2705,73,76135,3,0.0,0,1935,True
386781,170.46,2269,177,76036,3,3.0,1,1939,False
260436,172.36,1511,122,76013,2,0.0,0,1960,False
569704,183.13,3111,77,76126,3,4.0,1,2009,False
361646,46.39,7796,131,76109,6,6.0,1,1954,False
258047,110.56,2334,76,76020,2,3.0,1,2009,False
322224,143.34,2248,100,76036,2,2.0,1,1942,True
318968,152.4,2093,78,76135,3,2.0,1,1961,True
66806,21.52,3104,360,75052,3,0.0,0,1953,True
324125,161.02,2013,46,76036,4,0.0,0,1951,False
264065,58.88,4485,140,76109,5,5.0,1,2010,False
660750,216.5,3052,103,76126,5,5.0,1,1969,True
497667,187.16,2659,182,76126,3,0.0,0,2002,True
361704,196.69,1839,179,76036,2,2.0,1,1983,False
269912,154.68,1745,268,76140,3,0.0,0,1934,False
421627,107.18,3934,31,76135,3,4.0,1,1956,True
602750,199.59,3020,16,76052,3,0.0,0,1986,False
234100,179.25,1306,223,76117,3,1,0,1967,True
360896,203.78,1771,132,76180,3,0.0,0,1934,False
197176,118.92,1658,28,76114,4,0.0,0,1990,False
188465,104.41,1805,49,75052,3,0.0,0,2009,True
337584,202.51,1667,92,76120,4,2.0,1,2010,True
576017,314.94,1829,42,76028,2,3.0,1,1938,True
331438,148.16,2237,126,76140,4,2.0,1,1991,True
